ind_unique,hhid,indid,s1q2,s1q5,s2q7a,s2q8,s2q18,s2q11,s2q12,s2q13,s4q1,s4q2,s4q3,s4q4,s4q5,s4q6,s4q7,s4q8,s4q9,s5q1,s5q2,s5q3,s5q4,s5q5,s5q6,s5q7,s5q8,s5q9,s5q10,s5q11,s5q12,s5q13_1,s5q13_2,s5q13_3,s5q14,s5q14_b,s5q15,s5q16,s5q17,s5q18,s5q19,s5q20,s5q21,s5q22,s5q23,s5q24,s5q25,s9q2,s9q2_a,s9q3,s9q3_a,s9q4,s9q5,s9q6,s9q7,hhsize,famnum,famsize,speak_arabic,speak_english,speak_swahili,speak_other,read_arabic,read_english,read_swahili,read_other,write_arabic,write_english,write_swahili,write_other,weight
"119605","1196","05","Village 3","Yes","No","No","No","Male","00 to 04","South Sudan","Yes","Yes","Early childhood education",,"Yes","Yes","Yes","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","Yes – a lot of difficulty","No – no difficulty",5,1,5,"yes",,,"yes",,"yes","yes",,,"yes","yes",,5.5571685
"120101","1201","01","Village 3","Yes","Yes","Yes","Yes","Male","20 to 24","South Sudan","Yes","Yes","Secondary",,"Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes",,,,,,,,,,,,,,,,,,,,,0,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",6,1,1,"yes","yes","yes","yes",,"yes","yes","yes",,"yes","yes","yes",5.5571685
"120102","1201","02","Village 3","Yes","No","No","No","Male","35 to 39","South Sudan","Yes","No",,"Secondary","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"No","No",,,,"Other (specify)",,"Would not be available","Sickness / injury",,,"Cannot do at all","No","No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",6,2,5,"yes","yes",,"yes",,,,,,,,,5.5571685
"120103","1201","03","Village 3","Yes","Yes","No","No","Female","20 to 24","South Sudan","No",,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"No","No",,,,"Other (specify)",,"Less than 1 week","Unable to find work requiring his/her skills",,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",6,2,5,"yes",,,"yes",,,,,,,,,5.5571685
"120104","1201","04","Village 3","Yes","No","No","No","Male","10 to 14","South Sudan","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",6,2,5,,,,"yes",,,,,,,,,5.5571685
"120105","1201","05","Village 3","Yes","No","No","No","Female","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",6,2,5,,,,,,,,,,,,,5.5571685
"120106","1201","06","Village 3","Yes","No","No","No","Male","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,5,,,,,,,,,,,,,5.5571685
"120701","1207","01","Village 3","Yes","Yes","Yes","Yes","Female","30 to 44","South Sudan","No",,,,"Yes","No","No","No","No","No","No","No","No","No",,,"No","No","No","No","No",,,,,,"No",,,,,"Housewife / family responsibilities",,"Would not be available","Home maker (housewife/family responsibilities)",,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",6,1,6,"yes",,,"yes",,,,,,,,,5.5571685
"120702","1207","02","Village 3","Yes","No","No","No","Male","15 to 19","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"No","No",,,,"Full time student / pupil",,"Would not be available","Full time student / pupil",,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",6,1,6,"yes","yes",,"yes",,"yes",,,,"yes",,,5.5571685
"120703","1207","03","Village 3","Yes","No","No","No","Female","10 to 14","South Sudan","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",6,1,6,"yes",,,"yes",,,,,,,,,5.5571685
"120704","1207","04","Village 3","Yes","No","No","No","Female","05 to 09","South Sudan","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",6,1,6,"yes",,,"yes",,,,,,,,,5.5571685
"120705","1207","05","Village 3","Yes","No","No","No","Male","05 to 09","South Sudan","Yes","Yes","Early childhood education",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",6,1,6,"yes",,,"yes",,,,,,,,,5.5571685
"120706","1207","06","Village 3","Yes","No","No","No","Female","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,6,,,,,,,,,,,,,5.5571685
"121101","1211","01","Village 3","Yes","Yes","Yes","Yes","Male","25 to 29","Burundi","Yes","No",,"Primary","Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No","Yes",,,,,,,,,,,,,,,,,,,,,2,"International NGOs","No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",1,1,1,,,"yes","yes",,,"yes","yes",,,"yes","yes",5.5571685
"121601","1216","01","Village 3","Yes","Yes","Yes","No","Female","25 to 29","South Sudan","No",,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"No","No",,,,"Housewife / family responsibilities",,"Less than 1 week","Unable to find work requiring his/her skills",,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",11,1,7,"yes",,,"yes",,,,,,,,,5.5571685
"121602","1216","02","Village 3","Yes","No","No","No","Male","05 to 09","South Sudan","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",11,1,7,,,,"yes",,,,,,,,,5.5571685
"121603","1216","03","Village 3","Yes","No","No","No","Male","05 to 09","South Sudan","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",11,1,7,,,,"yes",,,,,,,,,5.5571685
"121604","1216","04","Village 3","Yes","No","No","No","Male","05 to 09","South Sudan","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",11,1,7,"yes","yes",,"yes",,,,,,,,,5.5571685
"121605","1216","05","Village 3","Yes","No","No","No","Female","05 to 09","South Sudan","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",11,1,7,"yes",,,"yes",,,,,,,,,5.5571685
"121606","1216","06","Village 3","Yes","No","No","No","Male","05 to 09","South Sudan","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",11,1,7,"yes",,,"yes",,,,,,,,,5.5571685
"121607","1216","07","Village 3","Yes","No","No","No","Female","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,7,,,,,,,,,,,,,5.5571685
"121608","1216","08","Village 3","Yes","Yes","No","Yes","Female","20 to 24","South Sudan","Yes","No",,"Primary","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"No","No",,,,"Unemployed (seeking employment)",,"Less than 1 week","No jobs available in the area",,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",11,2,4,"yes","yes",,"yes",,"yes",,"yes",,"yes",,,5.5571685
"121609","1216","09","Village 3","Yes","No","No","No","Male","15 to 19","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"No","No",,,,"Full time student / pupil",,"Would not be available","Full time student / pupil",,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",11,2,4,"yes","yes",,"yes",,"yes",,"yes",,"yes",,"yes",5.5571685
"121610","1216","10","Village 3","Yes","No","No","No","Female","15 to 19","South Sudan","Yes","Yes","Primary",,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"No","No",,,,"Full time student / pupil",,"Would not be available","Full time student / pupil",,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",11,2,4,"yes",,,"yes",,,,,,,,,5.5571685
"121611","1216","11","Village 3","Yes","No","No","No","Male","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2,4,,,,,,,,,,,,,5.5571685
"122601","1226","01","Village 3","Yes","Yes","Yes","No","Male","15 to 19","Burundi","Yes","No",,"Primary","Yes","Yes","Yes","Yes","Yes","Yes","No","No","Yes","No","Yes",,,,,,,,,,,,,,,,,,,,,1,"Informal Sector (Employed)","No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",5,1,2,,,"yes","yes",,,"yes","yes",,,"yes","yes",5.5571685
"122602","1226","02","Village 3","Yes","No","No","No","Male","15 to 19","Burundi","Yes","No",,"Primary","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"No","Yes",,,,"Unemployed (seeking employment)",,"Less than 1 week","No jobs available in the area",,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",5,1,2,,,"yes","yes",,,,,,,,,5.5571685
"122603","1226","03","Village 3","Yes","Yes","No","Yes","Female","35 to 39","Burundi","No",,,,"Yes","No","No","No","No","No","No","No","No","No","Yes",,,,,,,,,,,,,,,,,,,,,0,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",5,2,3,,,"yes","yes",,,,,,,,,5.5571685
"122604","1226","04","Village 3","Yes","No","No","No","Male","10 to 14","Burundi","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",5,2,3,,,,"yes",,,,,,,,,5.5571685
"122605","1226","05","Village 3","Yes","No","No","No","Female","05 to 09","Burundi","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",5,2,3,,,,"yes",,,,,,,,,5.5571685
"122701","1227","01","Village 3","Yes","Yes","No","Yes","Female","20 to 24","South Sudan","No",,,,"Yes","No","No","No","No","No","No","Yes","No","No","No",,,,,,,,,,,,,,,,,,,,,1,"Small Scale Agriculture (Self-Employed)","No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",7,1,7,"yes",,,"yes",,,,,,,,,5.5571685
"122702","1227","02","Village 3","Yes","No","Yes","No","Male","25 to 29","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","Yes","No","No","No","Yes","No","No","No",,,,,,,,,,,,,,,,,,,,,0,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",7,1,7,"yes","yes","yes","yes",,"yes",,"yes",,"yes",,"yes",5.5571685
"122703","1227","03","Village 3","Yes","No","No","No","Female","10 to 14","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",7,1,7,"yes","yes","yes","yes",,"yes","yes",,,"yes","yes",,5.5571685
"122704","1227","04","Village 3","Yes","No","No","No","Male","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",7,1,7,,,,,,,,,,,,,5.5571685
"122705","1227","05","Village 3","Yes","No","No","No","Female","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,7,,,,,,,,,,,,,5.5571685
"122706","1227","06","Village 3","Yes","No","No","No","Male","15 to 19","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"No","No",,,,"Full time student / pupil",,"Would not be available","Full time student / pupil",,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",7,1,7,"yes","yes",,"yes",,"yes",,,,"yes",,,5.5571685
"122707","1227","07","Village 3","Yes","No","No","No","Male","10 to 14","South Sudan","Yes","Yes","Primary",,"Yes","No","No","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yes – some difficulty","No","No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",7,1,7,"yes",,,"yes",,,,,,,,,5.5571685
"123101","1231","01","Village 3","Yes","Yes","No","Yes","Male","35 to 39","South Sudan","Yes","No",,"Secondary","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","Yes",,,,,,,,,,,,,,,,,,,,,1,"Local NGO / CBO","No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",4,1,4,"yes","yes","yes","yes",,"yes",,,,"yes",,,5.5571685
"123102","1231","02","Village 3","Yes","No","Yes","No","Female","20 to 24","South Sudan","Yes","No",,"Secondary","Yes","Yes","Yes","No","No","No","No","No","No","Yes","No",,,,,,,,,,,,,,,,,,,,,1,"Local NGO / CBO","No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",4,1,4,"yes","yes",,"yes",,"yes",,,,"yes",,,5.5571685
"123103","1231","03","Village 3","Yes","No","No","No","Male","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",4,1,4,,,,,,,,,,,,,5.5571685
"123104","1231","04","Village 3","Yes","No","No","No","Female","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4,,,,,,,,,,,,,5.5571685
"123501","1235","01","Village 3","Yes","Yes","Yes","Yes","Male","15 to 19","South Sudan","Yes","No",,"Primary","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"No","No",,,,"Unemployed (seeking employment)",,"Less than 1 week","No jobs available in the area",,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",7,1,7,"yes","yes","yes","yes",,"yes",,"yes",,"yes",,"yes",5.5571685
"123502","1235","02","Village 3","Yes","No","No","No","Female","15 to 19","South Sudan","Yes","No",,"Primary","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"No","No",,,,"Housewife / family responsibilities",,"Would not be available","Home maker (housewife/family responsibilities)",,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",7,1,7,"yes","yes",,"yes",,"yes",,"yes",,"yes",,"yes",5.5571685
"123503","1235","03","Village 3","Yes","No","No","No","Male","15 to 19","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"No","No",,,,"Full time student / pupil",,"Would not be available","Full time student / pupil",,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",7,1,7,"yes","yes","yes","yes",,"yes","yes","yes",,"yes","yes","yes",5.5571685
"123504","1235","04","Village 3","Yes","No","No","No","Male","10 to 14","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","Yes","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",7,1,7,"yes","yes","yes","yes",,"yes","yes","yes",,"yes","yes","yes",5.5571685
"123505","1235","05","Village 3","Yes","No","No","No","Male","05 to 09","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",7,1,7,"yes","yes","yes","yes",,"yes","yes",,,"yes","yes",,5.5571685
"123506","1235","06","Village 3","Yes","No","No","No","Male","05 to 09","South Sudan","Yes","Yes","Primary",,"Yes","Yes","Yes","No","No",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",7,1,7,"yes",,,"yes",,"yes",,,,"yes",,,5.5571685
"123507","1235","07","Village 3","Yes","No","No","No","Female","00 to 04","South Sudan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,7,,,,,,,,,,,,,5.5571685
"123601","1236","01","Village 3","Yes","Yes","Yes","Yes","Female","25 to 29","South Sudan","No",,,,"Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,,,,,"No","No",,,,"Housewife / family responsibilities",,"Would not be available","Home maker (housewife/family responsibilities)",,,"No – no difficulty",,"No – no difficulty",,"No – no difficulty","No – no difficulty","No – no difficulty","No – no difficulty",5,1,5,"yes",,,"yes",,,,,,,,,5.5571685
