hhid,hhsize,familysize1,familysize2,familysize3,familysize4,familysize5,s1q2,s1q5,s6q1,s6q2,s6q3,s6q4,s6q5,s6q6,s6q7,s6q8,s6q9,s6q11,s6q13,s6q14,s7q1,s7q2,s7q3,s7q4,s7q5,s7q6,s7q7,s7q8,s7q9,s7q10,s7q11,s7q12,s7q13,s7q14,s7q15,s7q16,s7q17,s7q18,s7q19,s7q20,s8q1,s8q2,s8q3,s8q4,s8q4_1,s8q4_2,s8q4_3,s8q5,s8q6,s9q1,s10q1,s10q2,s10q3,s10q4,s10q5,s10q6,s10q7,s10q8,s10q9,s11q1,s11q1_a,s11q2,s11q2_a,s11q3,s11q3_a,s11q4,s11q4_a,s11q5,s11q5_a,s11q6,s11q6_a,s11q7,s11q7_a,s11q8,s11q8_a,s11q9,s11q9_a,s11q10,s11q10_a,crowdindex_room,improved_water,improved_sanitation,LCS_index,asset_idx,hh_fcon,hh_nfcon,hh_con,hh_con2011,hh_con2011_pd,pline_ipl,poorIPL,pgi,spg,weight,popweight
"0490",5,5,0,0,0,0,"Village 3","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","Yes","No facility / Bush / Field",,"Solar Energy","No",0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Strongly agree","Disagree","Agree","Disagree","Strongly agree","Agree","Strongly agree","Strongly agree","Yes","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","Yes",,"No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","More than 4 Individuals Per Room","Improved drinking water","unimproved sanitation","Stress",-.87213391,4922.2627,606.50323,5528.7656,97.836578,3.2165451,1.9,"Non-poor",0,0,5.5571685,27.785843
"0494",10,9,1,0,0,0,"Village 3","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","No","No facility / Bush / Field",,"Fire","No",0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Agree","Disagree","Agree","Disagree","Agree","Agree","Agree","Agree","Yes","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","More than 4 Individuals Per Room","Improved drinking water","unimproved sanitation","Food Secure",-.87213391,1703.1018,497.12,2200.2217,38.93494,1.2800529,1.9,"Poor",.34989202,.12242442,5.5571685,55.571686
"0495",15,6,2,5,2,0,"Village 3","Yes",4,4,"Dung","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","Yes","Pit latrine with slab","Yes","Other","No",0,"Yes","Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","Yes","No","No","Yes","Yes","No","Yes","No","No","Yes","Yes","No","Yes","No","No","No","No","Yes","No","No","Agree","Agree","Agree","Agree","Agree","Strongly disagree","Agree","Agree","Yes","No","Not applicable","No","Not applicable","No","Not applicable","Yes",,"No","Not applicable","No","Not applicable","No","Not applicable","No","Not applicable","No","Not applicable","No","Not applicable","2 - 4 Individuals Per Room","Improved drinking water","improved sanitation","Stress",13.43733,2315.1204,600.46924,2915.5896,51.594028,1.6962421,1.9,"Poor",.18995507,.03608293,5.5571685,83.357529
"0501",2,2,0,0,0,0,"Village 3","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","Yes","No facility / Bush / Field",,"Solar Energy","No",0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No",,"Agree","Disagree","Agree","Strongly disagree","Agree","Disagree","Agree","Agree","No","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","Not applicable","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","Yes",,"2 - 4 Individuals Per Room","Improved drinking water","unimproved sanitation","Emergency",-.72111177,7441.0308,1329.4657,8770.4971,155.20198,5.102531,1.9,"Non-poor",0,0,5.5571685,11.114337
"0513",6,6,0,0,0,0,"Village 3","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","Yes","No facility / Bush / Field",,"Solar Energy","No",0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Disagree","Strongly agree","Strongly agree","No","No","Not applicable","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","Yes",,"No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","Not applicable","More than 4 Individuals Per Room","Improved drinking water","unimproved sanitation","Stress",-1.2295018,1156.3092,226.05034,1382.3595,24.46212,.80423409,1.9,"Poor",.62263542,.38767487,5.5571685,33.34301
"0516",7,7,0,0,0,0,"Village 3","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","Yes","Pit latrine with slab",,"Solar Energy","No",0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Agree","Disagree","Strongly disagree","Disagree","Strongly agree","Strongly disagree","Disagree","Neither agree nor disagree","Yes","No","No, because I did not have this asset to sell.","No","Not applicable","No","Not applicable","No","Not applicable","Yes",,"No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","More than 4 Individuals Per Room","Improved drinking water","improved sanitation","Stress",-.87213391,2460.978,704.22778,3165.2058,56.011219,1.8414648,1.9,"Poor",.07016771,.00492351,5.5571685,38.900181
"0517",9,9,0,0,0,0,"Village 3","Yes",2,4,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","Yes","Pit latrine with slab","Yes","Solar Energy","No",0,"Yes","No","No","Yes","No","Yes","No","Yes","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Disagree","Strongly disagree","Disagree","Strongly disagree","Agree","Disagree","Disagree","Disagree","No","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","Yes",,"No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","2 - 4 Individuals Per Room","Improved drinking water","improved sanitation","Stress",3.0159926,2970.5706,429.98376,3400.5542,60.175926,1.9783865,1.9,"Non-poor",.01704519,.00029054,5.5571685,50.014515
"0534",14,14,0,0,0,0,"Village 3","Yes",3,3,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","No","No facility / Bush / Field",,"Solar Energy","No",0,"No","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","Yes","No","No","No","Neither agree nor disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","No","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","More than 4 Individuals Per Room","Improved drinking water","unimproved sanitation","Food Secure",1.576666,1739.442,335.34903,2074.791,36.715328,1.2070793,1.9,"Poor",.36751348,.13506615,5.5571685,77.800362
"0541",7,7,0,0,0,0,"Village 3","Yes",2,2,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","Yes","No facility / Bush / Field",,"Battery lamp/Torch/Phone","No",0,"Yes","Yes","No","Yes","No","Yes","No","Yes","Yes","No","Yes","No","No","No","Yes","No","Yes","No","No","No","Yes","No","No","No","No","No","No","No","No","No","Neither agree nor disagree","Disagree","Disagree","Disagree","Agree","Disagree","Agree","Neither agree nor disagree","Yes","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","2 - 4 Individuals Per Room","Improved drinking water","unimproved sanitation","Food Secure",9.4257507,4652.5591,426.64517,5079.2041,89.88118,2.9549975,1.9,"Non-poor",0,0,5.5571685,38.900181
"0542",14,9,3,2,0,0,"Village 3","Yes",3,3,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","No","Pit latrine with slab","Yes","Battery lamp/Torch/Phone","No",0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Neither agree nor disagree","Neither agree nor disagree","Agree","Strongly disagree","Strongly disagree","Strongly disagree","Strongly disagree","Neither agree nor disagree","No","Yes",,"No","No, because it wasn't necessary.","Yes",,"Yes",,"No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","More than 4 Individuals Per Room","Improved drinking water","improved sanitation","Crisis",-.87213391,2405.6057,374.97754,2780.5833,49.204967,1.6176976,1.9,"Poor",.24101737,.05808937,5.5571685,77.800362
"0550",6,6,0,0,0,0,"Village 3","Yes",2,2,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","No","No facility / Bush / Field",,"Battery lamp/Torch/Phone","No",0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Agree","Yes","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","2 - 4 Individuals Per Room","Improved drinking water","unimproved sanitation","Food Secure",-.87213391,2672.4839,337.38422,3009.8682,53.262379,1.7510918,1.9,"Poor",.12896414,.01663175,5.5571685,33.34301
"0557",6,6,0,0,0,0,"Village 3","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Piped into plot / yard","No","Pit latrine with slab","Yes","Battery lamp/Torch/Phone","No",0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","Strongly agree","Disagree","Neither agree nor disagree","Neither agree nor disagree","Strongly agree","Disagree","Strongly agree","Strongly agree","Yes","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","No, because it wasn't necessary.","No","Not applicable","Yes",,"More than 4 Individuals Per Room","Improved drinking water","improved sanitation","Emergency",-1.2295018,3511.3228,1401.1127,4912.4355,86.930046,2.8579743,1.9,"Non-poor",0,0,5.5571685,33.34301
"0559",5,5,0,0,0,0,"Village 3","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","Yes","Pit latrine with slab","Yes","Battery lamp/Torch/Phone","No",0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Agree","Agree","Strongly agree","Strongly agree","Agree","Agree","Agree","Agree","Yes","No","No, because it wasn't necessary.","No","Not applicable","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","Yes",,"No","Not applicable","No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","No, because it wasn't necessary.","More than 4 Individuals Per Room","Improved drinking water","improved sanitation","Stress",-1.2295018,6071.3916,444.04889,6515.4404,115.29669,3.790576,1.9,"Non-poor",0,0,5.5571685,27.785843
"0567",9,4,5,0,0,0,"Village 3","Yes",2,2,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","Yes","No facility / Bush / Field",,"Battery lamp/Torch/Phone","No",0,"No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","Yes","Yes","No","No","No","No","No","No","No","Strongly agree","Agree","Neither agree nor disagree","Neither agree nor disagree","Agree","Strongly disagree","Neither agree nor disagree","Strongly disagree","No","No","Not applicable","No","No, because I did not have this asset to sell.","No","Not applicable","Yes",,"No","No, because it wasn't necessary.","No","Not applicable","No","No, because I did not have this asset to sell.","No","Not applicable","No","Not applicable","Yes",,"More than 4 Individuals Per Room","Improved drinking water","unimproved sanitation","Emergency",.67244583,1254.644,1339.9314,2594.5754,45.913391,1.5094813,1.9,"Poor",.29004353,.08412525,5.5571685,50.014515
"0573",2,2,0,0,0,0,"Village 3","Yes",1,1,"Earth / Sand","Corrugated iron sheets","Plastic or tent material","Public tap / Stand pipe","Yes","Pit latrine with slab","Yes","Solar Energy","No",0,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Agree","Agree","Agree","Agree","Strongly agree","Disagree","Agree","Strongly agree","Yes","Yes",,"No","No, because it wasn't necessary.","No","No, because I did not have this asset to sell.","No","Not applicable","No","Not applicable","No","No, because I did not have this asset to sell.","No","Not applicable","No","No, because I did not have this asset to sell.","No","No, because I did not have this asset to sell.","No","Not applicable","2 - 4 Individuals Per Room","Improved drinking water","improved sanitation","Stress",-1.2295018,6085.9526,1068.3993,7154.3516,126.60281,4.1622844,1.9,"Non-poor",0,0,5.5571685,11.114337
